kaynak,bolum,kac_kez,hadis_meali_hutbede_gecen,tema,tarih,hutbe_basligi
Buhârî,Rikâk,14,"Bu dörtgenin ortasındaki çizgi insandır. Dörtgen de insanın ecelidir ve onu kuşatmıştır. Diğer çizgiler ise insanın arzu ve tutkularıdır. İnsan, bu arzu ve tutkuların peşinde koşup dururken, ecel ansızın onun önünü keser ve onu alıp götürür.","Sabır, Tevekkül ve Manevi Olgunluk",25.12.2015,SAYILI NEFESLERİMİZİ TÜKETİRKEN…
Buhârî,Rikâk,14,İki nimet vardır ki insanların çoğu (onları değerlendirme hususunda) aldanmıştır: Sağlık ve boş zaman.,"Sabır, Tevekkül ve Manevi Olgunluk",27.12.2013,ÖMÜR SERMAYESİ TÜKENİRKEN…
Buhârî,Rikâk,14,Dünyada kimsesiz bir garip yahut gelip geçen bir yolcu gibi ol!,"Sabır, Tevekkül ve Manevi Olgunluk",27.12.2019,TEFEKKÜR İLE BİR ÖMÜR GEÇİRMEK
Buhârî,Rikâk,14,İki nimet vardır ki insanların çoğu bunları değerlendirme hususunda aldanmıştır: Sağlık ve boşa geçirilen vakit.,"Sabır, Tevekkül ve Manevi Olgunluk",29.12.2017,EŞSİZ SERMAYEMİZ: ÖMÜR
Buhârî,Rikâk,14,"İki nimet vardır ki, insanların çoğu onları değerlendirme hususunda aldanmıştır: Sağlık ve boş zaman.","Sabır, Tevekkül ve Manevi Olgunluk",30.12.2011,ZAMAN BİLİNCİ
Buhârî,Rikâk,14,"Dünyada, bir garip yahut bir yolcu gibi ol!","Sabır, Tevekkül ve Manevi Olgunluk",30.12.2022,HAYATIN TEKRARI YOK
Müslim,Birr ve Sıla,12,"Doğruluktan ayrılmayın, zira doğruluk sizi iyiliğe, iyilik de cennete götürür. Kişi sürekli doğru söyler ve doğrunun peşinde olursa Allah katında doğrulardan yazılır. Yalandan kaçının, zira yalan sizi kötülüklere götürür. Kişi sürekli yalan söyler, yalanın peşinde olursa Allah katında yalancılardan olduğu yazılır.","Ahlak, Erdem ve Söz",04.04.2014,DOĞRULUK VE SADAKA
Müslim,Birr ve Sıla,12,Birbirinizle ilgiyi kesmeyin! Birbirinize sırt çevirmeyin! Birbirinize kin gütmeyin! Birbirinize haset etmeyin! Allah'ın size emrettiği gibi kardeş olun!,"Ramazan, Oruç ve Bayramlar",04.10.2014,KURBAN BAYRAMI
Müslim,Birr ve Sıla,12,"Müslüman, Müslümanın kardeşidir. Ona zulmetmez, onu düşmana teslim etmez. Kim din kardeşinin bir ihtiyacını giderirse, Allah da onun ihtiyacını giderir. Kim bir Müslümanın bir sıkıntısını giderirse, Allah da onun kıyamet sıkıntılarından birini giderir. Kim bir Müslümanın kusurunu örterse Allah da kıyamet günü onun kusurunu örter.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",07.06.2013,MÜMİNLER KARDEŞTİRLER
Müslim,Birr ve Sıla,12,İyilik güzel ahlâktır.,"Toplumsal Dayanışma, Merhamet ve Kardeşlik",07.08.2020,"MÜMİNCE BİR DUYARLILIK: İYİLİĞİ EMRETMEK, KÖTÜLÜKTEN SAKINDIRMAK"
Müslim,Birr ve Sıla,12,"Allah sizin görünüşünüze, malınıza, mülkünüze bakmaz; yalnızca kalplerinize ve amellerinize bakar.",Peygamberimiz ve Ashab,12.04.2013,PEYGAMBERİMİZ VE İNSAN ONURU
Müslim,Birr ve Sıla,12,"Müslüman, Müslümanın kardeşidir. Ona zulmetmez, onu düşmana teslim etmez. Kim din kardeşinin bir ihtiyacını giderirse, Allah da onun ihtiyacını giderir. Kim bir Müslümanın bir sıkıntısını giderirse, Allah da onun kıyamet sıkınalarından birini giderir. Kim bir Müslümanın kusurunu örterse Allah da kıyamet günü onun kusurunu örter.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",13.04.2012,KARDEŞLİK AHLAKI VE HUKUKU
Müslim,Birr ve Sıla,12,"…Allah, affeden bir kulun ancak şerefini artırır…","Ahlak, Erdem ve Söz",14.02.2014,AFFETMEK
Müslim,Birr ve Sıla,12,Birbirinizle ilgiyi kesmeyin! Birbirinize sırt çevirmeyin! Birbirinize kin gütmeyin! Birbirinize haset etmeyin! Allah'ın size emrettiği gibi kardeş olun!,"Ramazan, Oruç ve Bayramlar",19.08.2012,RAMAZAN BAYRAMI
Müslim,Birr ve Sıla,12,"Her müslümanın bir başka müslümana kanı, malı, ırzı haramdır.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",20.02.2015,KADINA EL KALKMAZ!
Müslim,Birr ve Sıla,12,"Müminler, birbirlerini sevmede, birbirlerine merhamet ve şefkat göstermede, tıpkı bir organı rahatsızlandığında diğer organları da uykusuzluk ve yüksek ateşle bu acıyı paylaşan bir bedene benzer.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",26.06.2015,TEVHİD İLE GELEN VAHDET
Müslim,Birr ve Sıla,12,"Müminler birbirlerini sevmede, birbirlerine merhamet etmede ve birbirlerine şefkat göstermede tek bir beden gibidir. O bedenin bir organı (bir mümin) acı çektiği zaman, bedenin diğer (organları/müminler) de uykusuz kalıp acı çekerler.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",27.06.2014,"KİMSE KİMSESİZ KALMASIN, BU RAMAZAN VE HER ZAMAN!"
Müslim,Birr ve Sıla,12,"Allah sizin görünüşünüze, malınıza, mülkünüze bakmaz; yalnızca kalplerinize ve amellerinize bakar.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",28.09.2012,YETER Kİ GÖNÜLLER ENGELLİ OLMASIN
İbn Mâce,Nikâh,12,"Evleneceğiniz eş konusunda seçici davranın, denginizle evlenin. Kızlarınızı da emsalleriyle evlendirin.","Aile, Çocuk ve Nesil",05.01.2018,DÜNYADAKİ CENNETİMİZ: AİLE
İbn Mâce,Nikâh,12,Nikâh benim sünnetimdir. Kim benim sünnetimden yüz çevirirse benden değildir.,"Aile, Çocuk ve Nesil",07.06.2019,"AİLE OLMAK, AİLE KALMAK"
İbn Mâce,Nikâh,12,Nikâh benim sünnetimdir. Kim benim sünnetime uygun davranmazsa benden değildir.,"Aile, Çocuk ve Nesil",07.07.2023,EVLİLİKLERİMİZ KOLAY OLSUN
İbn Mâce,Nikâh,12,"En hayırlınız, ailesine en güzel şekilde davranandır. Ben, aranızda ailesine en güzel davranan kişiyim.","Aile, Çocuk ve Nesil",08.05.2015,CANA CAN OLMAK: AİLE
İbn Mâce,Nikâh,12,"Sizin en hayırlınız ailesine en güzel şekilde davranandır. Ben, aranızda ailesine en güzel davranan kişiyim.","Aile, Çocuk ve Nesil",11.05.2018,ADALET VE İHSAN YUVASI: AİLE
İbn Mâce,Nikâh,12,"En hayırlınız, ailesine karşı en hayırlı olanınızdır.","Aile, Çocuk ve Nesil",13.05.2016,HUZUR VE MUHABBET OCAĞI: AİLEMİZ
İbn Mâce,Nikâh,12,"Nikâh benim sünnetimdir. Kim benim sünnetime uygun davranmazsa benden değildir. Evlenin, çoğalın. Çünkü ben, kıyamet günü diğer ümmetlere karşı sizin çokluğunuzla iftihar edeceğim.","Aile, Çocuk ve Nesil",13.06.2025,DÜĞÜN YAPMANIN DA BİR ÂDÂBI VARDIR
İbn Mâce,Nikâh,12,"Sizin en hayırlınız, ailesine karşı en iyi olanınızdır",Peygamberimiz ve Ashab,21.08.2026,MEVLİD-İ NEBİ
İbn Mâce,Nikâh,12,"Sizin en hayırlınız, ailesine karşı en iyi olanınızdır. İçinizde ailesine karşı en iyi olan da benim!","Aile, Çocuk ve Nesil",26.06.2026,AİLE OLMAK
İbn Mâce,Nikâh,12,Nikâh benim sünnetimdir. Kim benim sünnetime uygun davranmazsa benden değildir.,"Aile, Çocuk ve Nesil",28.10.2022,AİLE OLMAK: İLAHİ LÜTUF
İbn Mâce,Nikâh,12,Nikâh benim sünnetimdir. Benim sünnetime uygun davranmayan benden değildir…,"Aile, Çocuk ve Nesil",28.10.2022,AİLE OLMAK: İLAHİ LÜTUF
İbn Mâce,Nikâh,12,"Sizin en hayırlınız, ailesine en hayırlı olandır. İçinizde ailesine karşı en hayırlı olan da benim","Aile, Çocuk ve Nesil",31.10.2025,AİLEDE HUZURUN KAYNAĞI: MERHAMET VE MUHABBET
Tirmizî,Edâhî,11,"Âdemoğlu kurban günü Allah katında kurban kesmekten daha sevimli bir amel işlemez. Kurban, kıyamet günü bütün uzuvlarıyla (sevap olarak) gelir. Kurban, henüz kanı yere düşmeden, Allah tarafından kabul edilir. Bu yüzden gönül rahatlığıyla kurbanlarınızı kesin.","Ramazan, Oruç ve Bayramlar",03.10.2014,KURBAN ALLAH’A YAKIN OLMAK İÇİNDİR
Tirmizî,Edâhî,11,"Âdemoğlu, kurban bayramı günlerinde Allah için kurban kesmekten daha sevimli bir iş yapmış olamaz.","Ramazan, Oruç ve Bayramlar",04.10.2013,KURBANLARIMIZLA PEKİŞSİN KARDEŞLİĞİMİZ
Tirmizî,Edâhî,11,"Âdemoğlu kurban bayramı günü, Allah katında kurban kesmekten daha sevimli bir iş yapmamıştır…","Ramazan, Oruç ve Bayramlar",07.06.2024,KURBAN: RABBİMİZE VE KARDEŞLERİMİZE YAKINLAŞMANIN VESİLESİ
Tirmizî,Edâhî,11,"Âdemoğlu kurban günü Allah katında kurban kesmekten daha güzel bir amel işlemez. Kurban, kıyamet günü boynuzları, kılları ve tırnaklarıyla sevap olarak gelir. Kurban, henüz kanı yere düşmeden, Allah tarafından kabul edilir. Bu sebeple kurban kesme konusunda gönlünüz hoş olsun.","Ramazan, Oruç ve Bayramlar",11.08.2019,KURBAN BAYRAMI
Tirmizî,Edâhî,11,Âdemoğlu kurban bayramı günlerinde Allah katında kurbandan daha hayırlı bir amel işlemiş olmaz...,"Ramazan, Oruç ve Bayramlar",12.09.2016,KURBAN BAYRAMI
Tirmizî,Edâhî,11,"Âdemoğlu kurban bayramı günü, Allah katında kurban kesmekten daha güzel bir amel işleyemez","Ramazan, Oruç ve Bayramlar",17.07.2020,"KURBANINI PAYLAŞ, KARDEŞİNLE YAKINLAŞ"
Tirmizî,Edâhî,11,Âdemoğlu kurban bayramı günlerinde Allah katında kurbandan daha sevimli bir amel işlemiş olmaz...,"Ahlak, Erdem ve Söz",18.09.2015,KURBANLARIMIZ KARDEŞLİK İÇİN!
Tirmizî,Edâhî,11,Âdemoğlu kurban günü Allah katında kurban kesmekten daha güzel bir amel işlememiştir.,"Ramazan, Oruç ve Bayramlar",20.07.2021,KURBAN BAYRAMI
Tirmizî,Edâhî,11,"Âdemoğlu kurban bayramı günü, Allah katında, kurban kesmekten daha sevimli bir iş yapamaz…","Ramazan, Oruç ve Bayramlar",23.05.2025,SADAKAT VE TESLİMİYETİN NİŞANESİ: KURBAN
Tirmizî,Edâhî,11,"Âdemoğlu, kurban günlerinde, Allah için kurban kesmekten daha güzel bir amel işleyemez…","Ramazan, Oruç ve Bayramlar",24.06.2022,KURBAN: TAKVAYA ULAŞMA ARZUSU
Tirmizî,Edâhî,11,Âdemoğlu kurban bayramı günlerinde Allah katında kurban kesmekten daha sevimli bir ibadet yapmış olamaz...,"Ramazan, Oruç ve Bayramlar",25.08.2017,ALLAH’A YAKIN OLMA ARAYIŞI: KURBAN
Tirmizî,İlim,11,"İlim için yola koyulan kimse, dönünceye kadar Allah yolundadır.","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim",02.10.2015,YARATAN RABBİNİN ADIYLA OKU!
Tirmizî,İlim,11,"Kim, ilim için yola çıkarsa Allah ona cennete giden yolu kolaylaştırır.","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim",05.09.2025,İLİM HAKKI BİLMEKTİR
Tirmizî,İlim,11,"Kim ilim için yola çıkarsa Allah ona cennete giden yolu kolaylaştırır. Melekler, ilim tahsil edenler üzerine kanatlarını gerer...","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim",06.09.2024,"İLİM VE EĞİTİM, AHLAKLA YÜCELİR"
Tirmizî,İlim,11,"İlim öğrenmek için yola koyulan kişiye, Allah cennete giden yolu kolaylaştırır.","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim",08.09.2023,"İLİM YOLU, CENNET YOLUDUR"
Tirmizî,İlim,11,Kuşkusuz âlimler peygamberlerin vârisleridir. Peygamberler miras olarak ne altın ne de gümüş bırakmışlardır; onların bıraktıkları yegâne miras ilimdir.,"Eğitim, Teknoloji, Çevre ve Toplumsal Değişim",09.09.2022,İLİM BİR NURDUR
Tirmizî,İlim,11,Kim ilim öğrenmek için yola çıkarsa Allah da ona cennete giden yolu kolaylaştırır.,"Eğitim, Teknoloji, Çevre ve Toplumsal Değişim",09.09.2022,İLİM BİR NURDUR
Tirmizî,İlim,11,"Kim ilim için yola çıkarsa, Allah ona cennete giden yolu kolaylaştırır...","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim",11.09.2026,EĞİTİM VE ÖĞRETİM
Tirmizî,İlim,11,"Kim benim sünnetimi yaşatırsa beni sevmiş olur, kim de beni severse cennette benimle birlikte olur",Peygamberimiz ve Ashab,17.10.2025,MÜSLÜMANIN HAYATINA YÖN VEREN REHBER: SÜNNET-İ SENİYYE
Tirmizî,İlim,11,"Yavrucuğum! Eğer kalbinde kimseye karşı gıll u gışş yani kötü ve aldatıcı duygular barındırmadan sabaha ve akşama erişmeye güç yetirebiliyorsan bunu yap. İşte bu benim sünnetimdir. Kim benim sünnetimi yaşatırsa beni sevmiş olur, kim de beni severse cennette benimle birlikte olur.","İman, Tevhid ve Ahiret",21.02.2014,KALB-İ SELİM (III)
Tirmizî,İlim,11,"Hayra vesile olan, o hayrı işleyen gibi sevap kazanır","Toplumsal Dayanışma, Merhamet ve Kardeşlik",21.11.2014,HAYIR HAZİNELER DOLUSUDUR
Tirmizî,İlim,11,"İlim için yola koyulan kimse, dönünceye kadar Allah yolundadır.",İbadet ve Kulluk,30.03.2018,VAHYİN İNSANLIĞA İLK MESAJI: OKU!
Tirmizî,İman,11,"Bir kişinin sürekli mescide, camiye gittiğini görürseniz onun imanına şahitlik edin.",İbadet ve Kulluk,01.10.2021,MÜMİN CAMİYE VEFALIDIR
Tirmizî,İman,11,"Müslüman, diğer Müslümanların elinden ve dilinden güvende olduğu kimsedir. Mümin de insanların canları ve malları konusunda kendisine karşı emniyet hissettikleri kişidir.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",05.07.2024,ZARÛRÂT-I HAMSEYİ MUHAFAZA EDELİM
Tirmizî,İman,11,"İnsanları cehenneme sürükleyen, dilleriyle kazandıkları değil midir?","Ahlak, Erdem ve Söz",07.02.2025,"DİL, İNSANIN YA CENNETİ YA DA CEHENNEMİDİR"
Tirmizî,İman,11,"Müslüman, diğer Müslümanların elinden ve dilinden güvende olduğu kimsedir. Mümin de insanların canları ve malları konusunda kendisine karşı emniyet hissettikleri kişidir.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",09.08.2019,MÜMİN: HUZURLU TOPLUMUN TEMİNATI
Tirmizî,İman,11,"Müslüman, diğer Müslümanların elinden ve dilinden güvende olduğu kimsedir. Mümin de insanların canları ve mallarını kendisine karşı emniyette bildikleri kişidir.","Ahlak, Erdem ve Söz",10.03.2023,MÜMİN GÜVENEN VE GÜVENİLEN KİŞİDİR
Tirmizî,İman,11,"Müslüman, elinden ve dilinden diğer Müslümanların güvende oldukları kişidir. Mümin, canları ve malları hususunda insanların kendisinden emin oldukları kişidir.","Vatan, Millet ve Tarih",13.07.2018,MİLLETÇE YENİDEN DOĞUŞ: 15 TEMMUZ
Tirmizî,İman,11,"Müslüman, diğer müslümanların elinden ve dilinden güvende olduğu kimsedir. Mümin de insanların canları ve mallarını kendisine karşı emniyette bildikleri kişidir.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",20.02.2015,KADINA EL KALKMAZ!
Tirmizî,İman,11,"Müslüman, elinden ve dilinden Müslümanların güvende oldukları kişidir. Mümin ise canları ve malları hususunda insanların kendisinden emin oldukları kişidir.",İslam Coğrafyası ve Küresel Meseleler,20.11.2015,KÜRESEL TERÖRÜN HEDEF ALDIĞI DİN: İSLAM
Tirmizî,İman,11,"Müslüman, elinden ve dilinden insanların güvende olduğu kişidir.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",21.11.2025,ŞİDDETİN ÇARESİ MERHAMET EĞİTİMİ
Tirmizî,İman,11,"Müslüman, diğer Müslümanların elinden ve dilinden emin olduğu kimsedir. Mümin de insanların canları ve malları konusunda kendisine karşı güven hissettikleri kişidir.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",22.07.2022,HER CAN MUKADDESTİR
Tirmizî,İman,11,Bir kişinin namaz kılmak için sürekli mescide gittiğini görürseniz onun imanına şahitlik ediniz!,İbadet ve Kulluk,26.09.2025,"PEYGAMBERİMİZ (S.A.S), CAMİ VE NAMAZ"
Buhârî,Tevhid,10,İnsanlara merhamet etmeyene Allah da merhamet etmez.,"Aile, Çocuk ve Nesil",02.12.2016,YERYÜZÜNÜN KÜÇÜK VE ONURLU HALİFESİ: ÇOCUK
Buhârî,Tevhid,10,"… Beni andığı müddetçe ben kulumla beraberim. O beni kendi başına anarsa, ben de onu kendim anarım. O beni bir topluluk içinde anarsa, ben onu daha hayırlı bir topluluk içinde anarım… Kulum bana yürüyerek gelirse, ben ona koşarak gelirim!",İbadet ve Kulluk,07.08.2015,KULLUĞUN ÖZÜ: İHSAN
Buhârî,Tevhid,10,"Ben, kulumun benim hakkımdaki zannı ne ise öyleyim. Beni andığında onunla beraberim. O beni kendi başına anarsa, ben de onu kendi başıma anarım. O beni bir topluluk içinde anarsa, ben de onu o topluluktan daha hayırlı bir topluluk içinde anarım. O bana bir karış yaklaşırsa, ben ona bir arşın yaklaşırım. O bana bir arşın yaklaşırsa, ben ona bir kulaç yaklaşırım. O bana yürüyerek gelirse, ben ona ko","İman, Tevhid ve Ahiret",14.02.2020,ALLAH İLE KUL ARASINDAKİ BAĞ
Buhârî,Tevhid,10,İnsanlara merhamet etmeyene Allah da merhamet etmez.,"Toplumsal Dayanışma, Merhamet ve Kardeşlik",15.04.2011,MERHAMET EĞİTİMİ
Buhârî,Tevhid,10,"Allah, sadece kendi yolunda cihad etmek ve kelime-i tevhidi doğrulamak üzere yola çıkan kimseyi cennete sokmaya veya çıktığı evine sevap ve ganimet ile döndürmeye kefil olmuştur.","Vatan, Millet ve Tarih",16.03.2018,MİLLETİMİZİN VAROLUŞ MÜCADELESİ: ÇANAKKALE ZAFERİ
Buhârî,Tevhid,10,Rahmetim gazabımı geçti.,"Kandiller, Muharrem ve Mübarek Geceler",16.10.2015,MERHAMET İKSİRİNİ YUDUMLAYABİLMEK
Buhârî,Tevhid,10,Vaktinde kılınan namaz ve anne-babaya iyilik etmektir. Sonra da Allah yolunda cihat etmek gelir.,"Aile, Çocuk ve Nesil",19.03.2021,"ANNE-BABA RIZASI, RABBİMİZİN RIZASINA VESİLEDİR"
Buhârî,Tevhid,10,"Mümin, taze ekine benzer. Rüzgâr hangi taraftan eserse onu o tarafa yatırır (fakat yıkılmaz). Rüzgâr sakinleştiğinde yine doğrulur. İşte mümin böyledir; o belâ ve musibetler sebebiyle eğilir (fakat yıkılmaz)…","Sabır, Tevekkül ve Manevi Olgunluk",21.03.2014,İMTİHAN DÜNYASI
Buhârî,Tevhid,10,"Allah, sadece kendi yolunda cihad etmek ve kelime-i tevhidi doğrulamak üzere sefere çıkan kimseyi cennete sokmaya veya çıktığı evine sevap ve ganimet ile döndürmeye kefil olmuştur.","Vatan, Millet ve Tarih",25.10.2019,DUALARIMIZ MEHMETÇİĞİMİZ İÇİN
Buhârî,Tevhid,10,"Kulum beni zikrederken onunla beraberim. O beni kendi başına zikrederse, ben de onu kendim zikrederim. O beni bir topluluk içinde anarsa, ben onu o topluluktan daha hayırlı bir topluluk içinde anarım.","İman, Tevhid ve Ahiret",29.01.2016,EN GÜZEL İSİMLER O’NUNDUR
Ebû Dâvûd,Zekât,9,"Ailesine karşı sorumluklarını ihmal etmesi, kişiye günah olarak yeter.","Aile, Çocuk ve Nesil",12.09.2025,PEYGAMBERİMİZ VE AİLE AHLAKI
Ebû Dâvûd,Zekât,9,"Allah, zekâtı ancak mallarınızın kalan kısmını temizlemek için farz kıldı.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",15.04.2022,ZEKÂT VE İNFAK: İSLAM’IN KARDEŞLİK KÖPRÜSÜ
Ebû Dâvûd,Zekât,9,"Bakmakla yükümlü olduğu kimseleri ihmal etmesi, kişiye günah olarak yeter.","Aile, Çocuk ve Nesil",15.05.2026,TOPLUMSAL SORUMLULUKLARIMIZ
Ebû Dâvûd,Zekât,9,Allah için size sığınan kimseye sığınak olun. Allah için isteyen kimseye verin. Sizi davet edenin davetine icabet edin. Size bir iyilik yapana karşılığını verin.,"Toplumsal Dayanışma, Merhamet ve Kardeşlik",17.04.2015,"DÜNYA BİZE, BİZ BİRBİRİMİZE EMANETİZ!"
Ebû Dâvûd,Zekât,9,"Allah için size sığınan kimseye sığınak olun. Allah için isteyen kimseye verin. Sizi davet edene icabet edin, size bir iyilik yapana karşılığını verin. Eğer onun karşılığını verecek bir şey bulamazsanız, karşılıkta bulunduğunuza kanaat getirinceye kadar dua edin.","Ramazan, Oruç ve Bayramlar",17.07.2020,"KURBANINI PAYLAŞ, KARDEŞİNLE YAKINLAŞ"
Ebû Dâvûd,Zekât,9,"Allah için size sığınan kimseye sığınak olun. Allah için isteyen kimseye verin. Sizi davet edene icabet edin. Size bir iyilik yapana karşılığını verin. Eğer karşılık verecek bir şey bulamazsanız, -karşılıkta bulunduğunuza kanaat getirinceye kadar- ona dua edin.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",19.06.2015,VAKİT İYİLİK VAKTİ: BU RAMAZAN VE HER ZAMAN
Ebû Dâvûd,Zekât,9,"Bakmakla yükümlü olduğu kimseleri ihmal etmesi, kişiye günah olarak yeter","Aile, Çocuk ve Nesil",23.01.2026,AKRAN İLİŞKİLERİ
Ebû Dâvûd,Zekât,9,Allah için size sığınan kimseye sığınak olun. Allah için sizden bir şey isteyene verin. Sizi davet edene icabet edin. Size bir iyilik yapana iyilikte bulunun…,"Ramazan, Oruç ve Bayramlar",27.05.2026,KURBAN BAYRAMI
Ebû Dâvûd,Zekât,9,"Allah, zekâtı ancak mallarınızın kalan kısmını temizlemek için farz kıldı.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",29.03.2024,KARDEŞLİĞİMİZ ZEKÂTLA BEREKETLENSİN
Nesâi,Cihâd,9,"Allah, sadece samimi bir şekilde ve kendi rızası gözetilerek yapılan amelleri kabul eder.","Sabır, Tevekkül ve Manevi Olgunluk",01.01.2021,"GEÇMİŞİN MUHASEBESİ, GELECEĞİN İMARI"
Nesâi,Cihâd,9,"Hiç şüphe yok ki Allah, sadece kendi rızasını kazanma niyetiyle yapılan samimi amelleri kabul eder.","Vatan, Millet ve Tarih",16.02.2018,CİHÂD: ALLAH YOLUNDA CANLA VE MALLA MÜCADELE
Nesâi,Cihâd,9,"Allah, ancak ihlas ve samimiyetle sadece kendisi için ve rızası gözetilerek yapılan ameli kabul eder.","Ahlak, Erdem ve Söz",18.04.2014,KULLUK SINAVIMIZ: İHLAS VE SAMİMİYET
Nesâi,Cihâd,9,"Allah, ancak samimiyetle ve sadece kendi rızası gözetilerek yapılan ameli kabul eder.",İbadet ve Kulluk,19.06.2020,HALİS NİYET VE SAMİMİYET
Nesâi,Cihâd,9,"Elinizle, dilinizle ve malınızla cihad edin.","Vatan, Millet ve Tarih",24.08.2018,"GAYRET MÜMİNLERDEN, ZAFER ALLAH’TANDIR"
Nesâi,Cihâd,9,"Ellerinizle, dillerinizle ve mallarınızla cihad edin.","Vatan, Millet ve Tarih",25.08.2023,ALLAH’IN YARDIMI AZİZ MİLLETİMİZLE BERABERDİR
Nesâi,Cihâd,9,"Ellerinizle, dillerinizle ve mallarınızla cihad edin.","Vatan, Millet ve Tarih",28.02.2020,"HAK UĞRUNDA MÜCADELEMİZ, BİRLİK VE BERABERLİK RUHUMUZ"
Nesâi,Cihâd,9,"Ellerinizle, dillerinizle ve mallarınızla cihad edin","Vatan, Millet ve Tarih",28.08.2026,VATAN SEVGİSİ
Nesâi,Cihâd,9,"Ellerinizle, dillerinizle ve mallarınızla cihad edin.","Vatan, Millet ve Tarih",30.08.2019,VATAN BİZE EMANETTİR
Tirmizî,Birr ve Sıla,9,"Kim, Müslümanlar arasında bir yetimi yiyecek ve içeceğini üstlenecek şekilde sahiplenirse Allah onu mutlaka cennete koyacaktır. Ancak affedilmeyecek bir günah işlemiş ise o başka.","Aile, Çocuk ve Nesil",03.07.2015,CENNET KAPILARININ ANAHTARI: YETİMLER
Tirmizî,Birr ve Sıla,9,Kardeşinin yüzüne tebessüm etmen sadakadır.,"Ahlak, Erdem ve Söz",04.04.2014,DOĞRULUK VE SADAKA
Tirmizî,Birr ve Sıla,9,"Birbirinizle ilgi ve alakayı kesmeyin, birbirinize sırt çevirmeyin, birbirinize kin beslemeyin, birbirinize haset etmeyin. Ey Allah’ın kulları! Kardeş olun","Vatan, Millet ve Tarih",07.08.2026,KARDEŞLİK
Tirmizî,Birr ve Sıla,9,"Büyüklerimize saygı, küçüklerimize sevgi ve şefkat göstermeyen bizden değildir.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",11.07.2014,KİMSESİZLERİN KİMSESİ OLABİLMEK
Tirmizî,Birr ve Sıla,9,"Hiçbir anne baba, çocuğuna güzel terbiyeden daha kıymetli bir bağışta bulunmamıştır.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",12.10.2018,"CENÂB-I HAK, HER HAK SAHİBİNE HAKKINI VERMİŞTİR"
Tirmizî,Birr ve Sıla,9,Husumeti sürdürmen sana günah olarak yeter.,"Ahlak, Erdem ve Söz",14.02.2014,AFFETMEK
Tirmizî,Birr ve Sıla,9,Hiçbir anne-baba çocuğuna güzel terbiyeden daha kıymetli bir miras bırakamaz.,Kur'an-ı Kerim,14.06.2013,YAZ KUR’AN KURSLARI
Tirmizî,Birr ve Sıla,9,Yerdeki bütün mahlukata merhamet edin ki göktekiler de size merhamet etsin.,Peygamberimiz ve Ashab,18.12.2015,RAHMET VE MERHAMET YÜKLÜ ADALET PEYGAMBERİ
Tirmizî,Birr ve Sıla,9,"Hiçbir anne-baba, çocuğuna güzel ahlaktan daha kıymetli bir miras bırakmamıştır.",Kur'an-ı Kerim,20.06.2014,"CAMİYE KOŞALIM, KUR’AN’LA BULUŞALIM"
Tirmizî,Radâ,9,"Müminlerin iman bakımından en olgun olanları, ahlâkı en güzel olanlarıdır. Sizin en hayırlılarınız da eşine karşı en iyi davrananlarınızdır.","Aile, Çocuk ve Nesil",03.02.2017,"AHİT, AKİT VE MİSAK OLARAK NİKÂH"
Tirmizî,Radâ,9,Sizin en hayırlılarınız hanımlarına karşı en iyi davrananınızdır,"Aile, Çocuk ve Nesil",08.03.2013,BİR KUL OLARAK KADIN
Tirmizî,Radâ,9,"Biliniz ki, sizin, hanımlarınız üzerinde hakkınız olduğu gibi, hanımlarınızın da sizin üzerinizde hakları vardır","Ekonomik Hayat: Kazanç, Zekat ve İsraf",09.03.2018,"İSLAM'DA KADIN: ADALET, MERHAMET VE HAKKANİYET"
Tirmizî,Radâ,9,Sizin en hayırlınız hanımlarına karşı en iyi davranandır,"Ekonomik Hayat: Kazanç, Zekat ve İsraf",09.03.2018,"İSLAM'DA KADIN: ADALET, MERHAMET VE HAKKANİYET"
Tirmizî,Radâ,9,Sizin hayırlılarınız kadınlarına iyi davrananlardır.,Peygamberimiz ve Ashab,12.04.2013,PEYGAMBERİMİZ VE İNSAN ONURU
