tarih,yil,baslik,ana_tema,ikincil_temalar,atif_sayisi
24.11.2023,2023,"İSLAM, ŞEFKAT VE MERHAMETİ EMREDER","Toplumsal Dayanışma, Merhamet ve Kardeşlik","İslam Coğrafyası ve Küresel Meseleler; Aile, Çocuk ve Nesil",3
01.12.2023,2023,"İNSAN, ÖZÜ İTİBARİYLE DEĞERLİDİR","Toplumsal Dayanışma, Merhamet ve Kardeşlik",İslam Coğrafyası ve Küresel Meseleler,3
08.12.2023,2023,"BİZ, TEK BİR ÜMMETİZ","Toplumsal Dayanışma, Merhamet ve Kardeşlik",,2
15.12.2023,2023,ADALET: HER HAK SAHİBİNE HAKKINI VERMEK,"Toplumsal Dayanışma, Merhamet ve Kardeşlik","İslam Coğrafyası ve Küresel Meseleler; İman, Tevhid ve Ahiret",4
22.12.2023,2023,MÜMİNLERİN EBEDİ YURDU: CENNET,"Sabır, Tevekkül ve Manevi Olgunluk","Ahlak, Erdem ve Söz; İman, Tevhid ve Ahiret",1
29.12.2023,2023,MUHASEBE BİLİNCİYLE BİR ÖMÜR GEÇİRMEK,"İman, Tevhid ve Ahiret","Vatan, Millet ve Tarih; Ekonomik Hayat: Kazanç, Zekat ve İsraf",4
05.01.2024,2024,RAHMET VE MAĞFİRET İKLİMİ: ÜÇ AYLAR,"Kandiller, Muharrem ve Mübarek Geceler","İman, Tevhid ve Ahiret",1
12.01.2024,2024,ALLAH’IN RAHMET VE İNAYETİNE SIĞINMANIN ADI: EÛZÜ-BESMELE,İbadet ve Kulluk,"Kandiller, Muharrem ve Mübarek Geceler; Vatan, Millet ve Tarih",2
19.01.2024,2024,"BİZİ GÜÇLÜ KILAN, BİRLİK VE BERABERLİĞİMİZDİR","Vatan, Millet ve Tarih","Ahlak, Erdem ve Söz; Toplumsal Dayanışma, Merhamet ve Kardeşlik",2
26.01.2024,2024,MÜLK SÛRESİNDEN MESAJLAR,İslam Coğrafyası ve Küresel Meseleler,"Sabır, Tevekkül ve Manevi Olgunluk; İman, Tevhid ve Ahiret",1
02.02.2024,2024,"RABBİMİZ, MÜMİNLERİ YALNIZ VE YARDIMSIZ BIRAKMAZ",İslam Coğrafyası ve Küresel Meseleler,"Afet, Kriz ve Sağlık; Kandiller, Muharrem ve Mübarek Geceler",2
09.02.2024,2024,HAYATI DEĞERLİ KILAN ÖLÇÜ: İMAN,"Vatan, Millet ve Tarih","Peygamberimiz ve Ashab; İman, Tevhid ve Ahiret",1
16.02.2024,2024,DÜNYAYI BARIŞ VE İTİDALE ÇAĞIRIYORUZ,İslam Coğrafyası ve Küresel Meseleler,"Toplumsal Dayanışma, Merhamet ve Kardeşlik",0
23.02.2024,2024,BERAT GECESİ: GÜNAHLARDAN ARINMA VESİLESİ,İslam Coğrafyası ve Küresel Meseleler,"İman, Tevhid ve Ahiret; Kandiller, Muharrem ve Mübarek Geceler",3
01.03.2024,2024,ZARARLI ALIŞKANLIKLARIN ESİRİ OLMAYALIM,"Afet, Kriz ve Sağlık","Ekonomik Hayat: Kazanç, Zekat ve İsraf",3
08.03.2024,2024,RAMAZAN GELİYOR! HAZIR MIYIZ?,"Ramazan, Oruç ve Bayramlar","İslam Coğrafyası ve Küresel Meseleler; Ekonomik Hayat: Kazanç, Zekat ve İsraf",1
15.03.2024,2024,"ORUÇ, BEDENİMİZE SIHHAT, GÖNLÜMÜZE SEKİNET VERİR",İslam Coğrafyası ve Küresel Meseleler,"Ramazan, Oruç ve Bayramlar; Vatan, Millet ve Tarih",0
22.03.2024,2024,RAMAZAN VE AHİRET BİLİNCİ,"İman, Tevhid ve Ahiret",,2
29.03.2024,2024,KARDEŞLİĞİMİZ ZEKÂTLA BEREKETLENSİN,"Ekonomik Hayat: Kazanç, Zekat ve İsraf",,6
05.04.2024,2024,KADİR GECESİ: KUR’AN’LA AYDINLANAN GECE,İslam Coğrafyası ve Küresel Meseleler,"Afet, Kriz ve Sağlık; İbadet ve Kulluk",0
10.04.2024,2024,"RAMAZAN BAYRAMI: BİRLİK, BERABERLİK VE KARDEŞLİK GÜNLERİ","Aile, Çocuk ve Nesil","Ahlak, Erdem ve Söz; Ramazan, Oruç ve Bayramlar",2
12.04.2024,2024,GÖZÜMÜZÜN NURU: NAMAZ,İbadet ve Kulluk,,3
19.04.2024,2024,HAYATIN HER ALANINDA ÖFKEMİZE HÂKİM OLALIM,"Sabır, Tevekkül ve Manevi Olgunluk","Aile, Çocuk ve Nesil",3
26.04.2024,2024,HER İŞİN BİR AHLAKI VARDIR,"Ekonomik Hayat: Kazanç, Zekat ve İsraf","Ahlak, Erdem ve Söz",5
03.05.2024,2024,DUA: RABBİMİZE SIĞINMANIN SÖZLÜ İFADESİ,Peygamberimiz ve Ashab,İbadet ve Kulluk; İslam Coğrafyası ve Küresel Meseleler,7
10.05.2024,2024,"MEDENİYETİMİZ, VAKIF MEDENİYETİDİR","Ekonomik Hayat: Kazanç, Zekat ve İsraf",,2
17.05.2024,2024,AİLEMİZ: HUZUR VE GÜVEN KAYNAĞIMIZ,"Aile, Çocuk ve Nesil","Sabır, Tevekkül ve Manevi Olgunluk",4
24.05.2024,2024,İSLAM MEFKÛRESİNİ DİRİ TUTALIM,"Vatan, Millet ve Tarih",,2
31.05.2024,2024,HARAM: ALLAH İLE KUL ARASINDAKİ EN BÜYÜK ENGEL,"Ekonomik Hayat: Kazanç, Zekat ve İsraf",,2
07.06.2024,2024,KURBAN: RABBİMİZE VE KARDEŞLERİMİZE YAKINLAŞMANIN VESİLESİ,"Ramazan, Oruç ve Bayramlar",,1
14.06.2024,2024,"İNSANI İHYA, TOPLUMU İNŞA EDEN İBADET: HAC",İbadet ve Kulluk,"Ramazan, Oruç ve Bayramlar",2
16.06.2024,2024,KURBAN BAYRAMI,"Ramazan, Oruç ve Bayramlar",,1
21.06.2024,2024,YAZA KUR’AN’LA MERHABA,"Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","Kur'an-ı Kerim; Aile, Çocuk ve Nesil",2
28.06.2024,2024,"İSLAM, İNANDIĞIMIZ GİBİ YAŞAMAYI BİZE EMREDER","Ekonomik Hayat: Kazanç, Zekat ve İsraf","Aile, Çocuk ve Nesil; Peygamberimiz ve Ashab",1
05.07.2024,2024,ZARÛRÂT-I HAMSEYİ MUHAFAZA EDELİM,"Toplumsal Dayanışma, Merhamet ve Kardeşlik","Kandiller, Muharrem ve Mübarek Geceler",4
12.07.2024,2024,15 TEMMUZ: MİLLETİMİZİN DESTANSI ZAFERİ,"Vatan, Millet ve Tarih",,1
19.07.2024,2024,MÜSLÜMAN TAKVA SAHİBİDİR,"Aile, Çocuk ve Nesil",,3
26.07.2024,2024,"CENNET VESİLEMİZ, AİLE BÜYÜKLERİMİZ","Aile, Çocuk ve Nesil","Sabır, Tevekkül ve Manevi Olgunluk; Toplumsal Dayanışma, Merhamet ve Kardeşlik",2
02.08.2024,2024,TEBBET SÛRESİNDEN MESAJLAR,İslam Coğrafyası ve Küresel Meseleler,,1
09.08.2024,2024,VEHEN: BİRLİK VE BERABERLİĞİMİZİN ÖNÜNDEKİ BÜYÜK ENGEL,İbadet ve Kulluk,"Ahlak, Erdem ve Söz; Eğitim, Teknoloji, Çevre ve Toplumsal Değişim",3
16.08.2024,2024,ÇEVREMİZ BİZE EMANETTİR,"Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","Ekonomik Hayat: Kazanç, Zekat ve İsraf",5
23.08.2024,2024,ÂDÂB-I MUÂŞERETTE DE REHBERİMİZ ALLAH RESÛLÜ (S.A.S)’DİR,"Vatan, Millet ve Tarih","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim; Ahlak, Erdem ve Söz",1
30.08.2024,2024,"BİZİ BİZ YAPAN, BİZİ MİLLET KILAN RUH","Vatan, Millet ve Tarih",,3
06.09.2024,2024,"İLİM VE EĞİTİM, AHLAKLA YÜCELİR","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim",,4
13.09.2024,2024,MEVLİD-İ NEBİ,Peygamberimiz ve Ashab,,0
20.09.2024,2024,PEYGAMBERİMİZ (S.A.S) VE ŞAHSİYET İNŞASI,İbadet ve Kulluk,"Ahlak, Erdem ve Söz; İman, Tevhid ve Ahiret",3
27.09.2024,2024,ŞAHSİYETİMİZİ İMAR EDEN KUTLU MEKÂN: CAMİ,İbadet ve Kulluk,,0
04.10.2024,2024,ZULÜM ASLA PAYİDAR OLMAZ,"Toplumsal Dayanışma, Merhamet ve Kardeşlik",İslam Coğrafyası ve Küresel Meseleler,4
11.10.2024,2024,KÖTÜLÜĞE İYİLİKLE ENGEL OLALIM,"Ahlak, Erdem ve Söz",,2
18.10.2024,2024,"ALLAH’I, ÖLÜMÜ VE AHİRETİ UNUTMADAN BİR ÖMÜR SÜRELİM","İman, Tevhid ve Ahiret",,2
25.10.2024,2024,VATAN MÜDAFAASI MUKADDESTİR,"Vatan, Millet ve Tarih",,4
01.11.2024,2024,HER CANIN DOKUNULMAZLIĞI VARDIR,"Aile, Çocuk ve Nesil",İslam Coğrafyası ve Küresel Meseleler; Peygamberimiz ve Ashab,4
08.11.2024,2024,MERHAMET EDEN MERHAMET BULUR,"Toplumsal Dayanışma, Merhamet ve Kardeşlik",,5
15.11.2024,2024,ÂDÂB VE ERKÂNIYLA CUMA NAMAZI,İbadet ve Kulluk,,1
22.11.2024,2024,"İLİM İZZETE, ŞİDDET ZİLLETE GÖTÜRÜR","Aile, Çocuk ve Nesil","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim",6
29.11.2024,2024,MADDİ VE MANEVİ TÜKENİŞ: KUMAR,"Ekonomik Hayat: Kazanç, Zekat ve İsraf","Aile, Çocuk ve Nesil",2
06.12.2024,2024,MİRAS: SINIRLARINI ALLAH’IN BELİRLEDİĞİ HAK,"Toplumsal Dayanışma, Merhamet ve Kardeşlik","Aile, Çocuk ve Nesil",2
13.12.2024,2024,HER ZORLUKTAN SONRA KOLAYLIK VARDIR,İslam Coğrafyası ve Küresel Meseleler,İbadet ve Kulluk; Peygamberimiz ve Ashab,3
20.12.2024,2024,MİLLİ VE MANEVİ DEĞERLERİMİZİ MUHAFAZA EDELİM,"Kandiller, Muharrem ve Mübarek Geceler","Vatan, Millet ve Tarih; Ekonomik Hayat: Kazanç, Zekat ve İsraf",2
27.12.2024,2024,"HATA YAPANLARIN EN HAYIRLISI, HATASINA TÖVBE EDENDİR","Kandiller, Muharrem ve Mübarek Geceler","İman, Tevhid ve Ahiret; Ramazan, Oruç ve Bayramlar",3
03.01.2025,2025,MÜMİNİN HAYATINDA UMUTSUZLUĞA YER YOKTUR,Peygamberimiz ve Ashab,"Sabır, Tevekkül ve Manevi Olgunluk; İslam Coğrafyası ve Küresel Meseleler",2
10.01.2025,2025,"FITRATI KORUMAK, AİLEYİ KORUMAKTIR","Aile, Çocuk ve Nesil","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim; Sabır, Tevekkül ve Manevi Olgunluk",2
17.01.2025,2025,"İSLAM, VARLIK SEBEBİMİZDİR",Kur'an-ı Kerim,"Peygamberimiz ve Ashab; Sabır, Tevekkül ve Manevi Olgunluk",0
24.01.2025,2025,"MİRACIN HEDİYESİ, DİNİMİZİN DİREĞİ NAMAZ",İbadet ve Kulluk,,4
31.01.2025,2025,EBEDİYET YOLCUSUNU UĞURLARKEN,"Toplumsal Dayanışma, Merhamet ve Kardeşlik","İman, Tevhid ve Ahiret; Aile, Çocuk ve Nesil",1
07.02.2025,2025,"DİL, İNSANIN YA CENNETİ YA DA CEHENNEMİDİR","Ahlak, Erdem ve Söz",,3
14.02.2025,2025,"MAHREMİYET, İNSANI SAYGIN KILAR","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","Aile, Çocuk ve Nesil",4
21.02.2025,2025,GAYBIN BİLGİSİ YALNIZCA ALLAH’A AİTTİR,"Eğitim, Teknoloji, Çevre ve Toplumsal Değişim",,1
28.02.2025,2025,RAHMET VE MAĞFİRET MEVSİMİNE GİRERKEN,İbadet ve Kulluk,"Ramazan, Oruç ve Bayramlar; Kur'an-ı Kerim",2
07.03.2025,2025,İYİLİK AYI RAMAZAN,"Ahlak, Erdem ve Söz",,4
14.03.2025,2025,İYİLİK KÖPRÜSÜ: ZEKÂT VE FITIR SADAKASI,"Ekonomik Hayat: Kazanç, Zekat ve İsraf",,3
21.03.2025,2025,İNFAK VE KUR’AN AYI RAMAZAN,"Ramazan, Oruç ve Bayramlar","Kandiller, Muharrem ve Mübarek Geceler; Ekonomik Hayat: Kazanç, Zekat ve İsraf",2
28.03.2025,2025,RAMAZAN’A VEDA EDERKEN,"Ramazan, Oruç ve Bayramlar",İbadet ve Kulluk,3
30.03.2025,2025,RAMAZAN BAYRAMI: SEVİNÇ VE KARDEŞLİK GÜNLERİ,"Ramazan, Oruç ve Bayramlar","Toplumsal Dayanışma, Merhamet ve Kardeşlik; Ahlak, Erdem ve Söz",3
04.04.2025,2025,GÜÇLÜ BİR TOPLUMUN İNŞASINDA ANNE BABANIN ROLÜ,"Aile, Çocuk ve Nesil",,8
11.04.2025,2025,"ÜMMET OLMAK, BİRLİK OLMAKTIR","Toplumsal Dayanışma, Merhamet ve Kardeşlik",,3
18.04.2025,2025,HUCURÂT SÛRESİ: ERDEMLİ BİR TOPLUMUN İNŞASI,"Ahlak, Erdem ve Söz",,3
25.04.2025,2025,ALIN TERİ MUKADDESTİR,"Ekonomik Hayat: Kazanç, Zekat ve İsraf",,6
02.05.2025,2025,NEFSİ VE NESLİ İFSAT EDEN BÜYÜK GÜNAH: ZİNA,"Aile, Çocuk ve Nesil","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim",3
09.05.2025,2025,"VAKIF: YARATAN’A HÜRMET, YARATILANA MERHAMET","Ekonomik Hayat: Kazanç, Zekat ve İsraf",,5
16.05.2025,2025,"AİLE: GÜVEN, SADAKAT VE MERHAMET YUVASI","Aile, Çocuk ve Nesil","Toplumsal Dayanışma, Merhamet ve Kardeşlik",5
23.05.2025,2025,SADAKAT VE TESLİMİYETİN NİŞANESİ: KURBAN,"Ramazan, Oruç ve Bayramlar",,1
30.05.2025,2025,YÂSÎN SÛRESİ: KUR’AN’IN KALBİ,"İman, Tevhid ve Ahiret",Kur'an-ı Kerim,7
06.06.2025,2025,KURBAN BAYRAMI: ALLAH’IN KULLARINA İHSAN VE İKRAMI,"Ramazan, Oruç ve Bayramlar","Toplumsal Dayanışma, Merhamet ve Kardeşlik",7
06.06.2025,2025,MÜSLÜMANIN BİR DURUŞU VARDIR,"Ramazan, Oruç ve Bayramlar","Toplumsal Dayanışma, Merhamet ve Kardeşlik",7
13.06.2025,2025,DÜĞÜN YAPMANIN DA BİR ÂDÂBI VARDIR,"Aile, Çocuk ve Nesil",,5
20.06.2025,2025,"HER YAZ YENİ BİR HEYECAN: CAMİ, ÇOCUK VE KUR’AN","Aile, Çocuk ve Nesil","Kur'an-ı Kerim; Eğitim, Teknoloji, Çevre ve Toplumsal Değişim",6
27.06.2025,2025,KAMU HAKKI DOKUNULMAZDIR,"Kandiller, Muharrem ve Mübarek Geceler","Toplumsal Dayanışma, Merhamet ve Kardeşlik",5
04.07.2025,2025,GEÇMİŞE İBRETLE GELECEĞE FERASETLE BAKALIM,"Kandiller, Muharrem ve Mübarek Geceler",,3
11.07.2025,2025,SAHİH DİNİ BİLGİNİN ÖNEMİ,"Vatan, Millet ve Tarih","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim",3
18.07.2025,2025,SUYUMUZU İSRAF ETMEYELİM,"Ekonomik Hayat: Kazanç, Zekat ve İsraf","İbadet ve Kulluk; Afet, Kriz ve Sağlık",4
25.07.2025,2025,GAZZE: İNSANLIĞIN ONUR SINAVI,İslam Coğrafyası ve Küresel Meseleler,,3
01.08.2025,2025,"HAYÂ: ALLAH’IN EMRİ, FITRATIN GEREĞİ","Ahlak, Erdem ve Söz","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim",5
08.08.2025,2025,SILA-İ RAHİMLE BEREKETLENEN TATİL,"Toplumsal Dayanışma, Merhamet ve Kardeşlik","Ekonomik Hayat: Kazanç, Zekat ve İsraf",7
15.08.2025,2025,KUL HAKKI ATEŞTEN GÖMLEKTİR,"Ahlak, Erdem ve Söz","Toplumsal Dayanışma, Merhamet ve Kardeşlik",4
22.08.2025,2025,"İBADET; RUHA SEKİNET, TOPLUMA HUZUR VERİR",İbadet ve Kulluk,"Vatan, Millet ve Tarih",4
29.08.2025,2025,ÂLEMLERE RAHMET HZ. MUHAMMED (S.A.S),Peygamberimiz ve Ashab,"Aile, Çocuk ve Nesil; Vatan, Millet ve Tarih",6
05.09.2025,2025,İLİM HAKKI BİLMEKTİR,"Eğitim, Teknoloji, Çevre ve Toplumsal Değişim",,6
12.09.2025,2025,PEYGAMBERİMİZ VE AİLE AHLAKI,"Aile, Çocuk ve Nesil",,6
19.09.2025,2025,PEYGAMBERİMİZ (S.A.S) VE TİCARET AHLAKI,"Ekonomik Hayat: Kazanç, Zekat ve İsraf",,4
26.09.2025,2025,"PEYGAMBERİMİZ (S.A.S), CAMİ VE NAMAZ",İbadet ve Kulluk,,4
03.10.2025,2025,HENDEK’TEN GAZZE’YE: ZAFER İNANANLARINDIR,"Toplumsal Dayanışma, Merhamet ve Kardeşlik",İslam Coğrafyası ve Küresel Meseleler,1
10.10.2025,2025,CENÂB-I HAKK’IN NAZARGÂHI: KALP,İbadet ve Kulluk,"İman, Tevhid ve Ahiret; Ahlak, Erdem ve Söz",2
17.10.2025,2025,MÜSLÜMANIN HAYATINA YÖN VEREN REHBER: SÜNNET-İ SENİYYE,Peygamberimiz ve Ashab,,1
24.10.2025,2025,"BİRLİKTE BEREKET, KARDEŞLİKTE RAHMET VARDIR","Vatan, Millet ve Tarih",,2
31.10.2025,2025,AİLEDE HUZURUN KAYNAĞI: MERHAMET VE MUHABBET,"Aile, Çocuk ve Nesil","Toplumsal Dayanışma, Merhamet ve Kardeşlik",4
07.11.2025,2025,VEFA İMANDANDIR,"Aile, Çocuk ve Nesil",Peygamberimiz ve Ashab,4
14.11.2025,2025,VATAN VE MİLLET RUHUMUZ,"Vatan, Millet ve Tarih",,3
21.11.2025,2025,ŞİDDETİN ÇARESİ MERHAMET EĞİTİMİ,"Toplumsal Dayanışma, Merhamet ve Kardeşlik","Aile, Çocuk ve Nesil",5
28.11.2025,2025,FEDAKÂRLIĞIN ZİRVESİ: ÎSÂR,"Toplumsal Dayanışma, Merhamet ve Kardeşlik",,4
05.12.2025,2025,"İNSAN, HUZURU İBADETLE ELDE EDER",İbadet ve Kulluk,,3
12.12.2025,2025,İNSAN: KÂİNATIN GÖZBEBEĞİ,"İman, Tevhid ve Ahiret",,2
19.12.2025,2025,HER ANIMIZI EBEDİ KAZANCA DÖNÜŞTÜREBİLİRİZ,"Sabır, Tevekkül ve Manevi Olgunluk",,2
26.12.2025,2025,KİMLİĞİMİZ GELECEĞİMİZDİR,"Vatan, Millet ve Tarih","Sabır, Tevekkül ve Manevi Olgunluk; İman, Tevhid ve Ahiret",3
