"id","tarih","baslik","ana_kategori","ikincil_kategoriler","cerceve","ton","muhatap","eylem_cagrisi"
"2021-04-09","09.04.2021","RAMAZAN: KUTLU MİSAFİR","Ramazan, Oruç ve Bayramlar","Afet, Kriz ve Sağlık","birey","teşvik; bilgilendirme","genel","ritüel"
"2021-04-16","16.04.2021","ŞİFA AYI RAMAZAN","Ramazan, Oruç ve Bayramlar","İbadet ve Kulluk","birey","teşvik; bilgilendirme","genel","ahlaki"
"2021-04-23","23.04.2021","YETİM: CENÂB-I HAKK'IN İNSANLIĞA EMANETİ","Toplumsal Dayanışma, Merhamet ve Kardeşlik","Aile, Çocuk ve Nesil","cemaat-toplum","teşvik; bilgilendirme","genel","ahlaki"
"2021-04-30","30.04.2021","İNFAK TOPLUMUN ŞİFASIDIR","Ekonomik Hayat: Kazanç, Zekat ve İsraf","Toplumsal Dayanışma, Merhamet ve Kardeşlik","cemaat-toplum","teşvik; bilgilendirme","genel","maddi"
"2021-05-07","07.05.2021","KADİR GECESİ: BİN AYDAN HAYIRLI GECE","Kandiller, Muharrem ve Mübarek Geceler","Ramazan, Oruç ve Bayramlar","birey","teşvik; bilgilendirme","genel","ritüel"
"2021-05-13","13.05.2021","KUDÜS'ÜN ÖZGÜR OLDUĞU BAYRAMLARA","Ramazan, Oruç ve Bayramlar","İslam Coğrafyası ve Küresel Meseleler","cemaat-toplum","teselli; kınama","ümmet","ritüel"
"2021-05-14","14.05.2021","VAKIF: ŞEFKAT VE MERHAMET MEDENİYETİ","Ekonomik Hayat: Kazanç, Zekat ve İsraf","İslam Coğrafyası ve Küresel Meseleler","cemaat-toplum","teşvik; bilgilendirme","genel","maddi"
"2021-05-21","21.05.2021","ZULÜM CEZASIZ KALMAZ","İslam Coğrafyası ve Küresel Meseleler","","cemaat-toplum","kınama; teşvik","ümmet","ahlaki; maddi"
"2021-05-28","28.05.2021","YÜCE ALLAH, MÜMİNLERİN YARDIMCISIDIR","Vatan, Millet ve Tarih","Peygamberimiz ve Ashab","cemaat-toplum","teşvik; bilgilendirme","millet","ritüel"
"2021-06-04","04.06.2021","İSLAM ZARARLI ALIŞKANLIKLARI YASAKLAR","Afet, Kriz ve Sağlık","Sabır, Tevekkül ve Manevi Olgunluk","birey","uyarı; teşvik","aileler","ahlaki"
"2021-06-11","11.06.2021","AİLEMDE MERHAMET VE HUZUR VAR","Aile, Çocuk ve Nesil","Toplumsal Dayanışma, Merhamet ve Kardeşlik","aile","teşvik; bilgilendirme","aileler","ahlaki"
"2021-06-18","18.06.2021","MÜSLÜMAN ŞAHSİYETİ","Ahlak, Erdem ve Söz","","birey","teşvik; bilgilendirme","genel","ahlaki"
"2021-06-25","25.06.2021","KUR'AN'IN MANEVÎ İKLİMİYLE BULUŞALIM","Kur'an-ı Kerim","Aile, Çocuk ve Nesil","aile","teşvik; bilgilendirme","aileler","katılım"
"2021-07-02","02.07.2021","DÜĞÜNLERİMİZDE NEBEVÎ ÖLÇÜYE RİAYET EDELİM","Aile, Çocuk ve Nesil","","aile","uyarı; teşvik","aileler","ahlaki"
"2021-07-09","09.07.2021","İHANETE KARŞI SADAKATE, CESARETE VE ŞEHADETE ŞAHİDİZ","Vatan, Millet ve Tarih","","cemaat-toplum","kınama; teşvik","millet","ahlaki"
"2021-07-16","16.07.2021","KURBAN: TEVHİDİN SEMBOLÜ, İSLAM'IN ŞİARI","Ramazan, Oruç ve Bayramlar","İbadet ve Kulluk","birey","teşvik; bilgilendirme","genel","ritüel; maddi"
"2021-07-20","20.07.2021","KURBAN BAYRAMI","Ramazan, Oruç ve Bayramlar","","cemaat-toplum","teşvik; teselli","ümmet","ritüel"
"2021-07-23","23.07.2021","MÜSLÜMAN'IN MÜSLÜMAN ÜZERİNDEKİ HAKLARI","Toplumsal Dayanışma, Merhamet ve Kardeşlik","","cemaat-toplum","teşvik; bilgilendirme","genel","ahlaki"
"2021-07-30","30.07.2021","AFETLERE KARŞI SORUMLULUĞUMUZUN İDRAKİNDE OLALIM","Afet, Kriz ve Sağlık","Toplumsal Dayanışma, Merhamet ve Kardeşlik","cemaat-toplum","uyarı; teselli","genel","ahlaki"
"2021-08-06","06.08.2021","ZORLUKLAR BİRLİKTE AŞILIR","Afet, Kriz ve Sağlık","Toplumsal Dayanışma, Merhamet ve Kardeşlik","cemaat-toplum","teselli; teşvik","genel","ahlaki"
"2021-08-13","13.08.2021","KERBELÂ'YI İBRET NAZARIYLA OKUYALIM","Kandiller, Muharrem ve Mübarek Geceler","","cemaat-toplum","teselli; teşvik","ümmet","ritüel"
"2021-08-20","20.08.2021","MÜSLÜMAN İŞİNİ SAĞLAM VE GÜZEL YAPAR","Ekonomik Hayat: Kazanç, Zekat ve İsraf","Ahlak, Erdem ve Söz","birey","teşvik; bilgilendirme","esnaf-işveren","ahlaki"
"2021-08-27","27.08.2021","ALLAH'IN YARDIM ETTİĞİNE MAĞLUBİYET YOKTUR","Vatan, Millet ve Tarih","","cemaat-toplum","teşvik; bilgilendirme","millet","ritüel"
"2021-09-03","03.09.2021","ALLAH İLİM YOLCUSUNA CENNETİ KOLAYLAŞTIRIR","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","","aile","teşvik; bilgilendirme","aileler","ahlaki"
"2021-09-10","10.09.2021","CUMA NAMAZI: HAFTALIK BULUŞMAMIZ","İbadet ve Kulluk","","birey","teşvik; bilgilendirme","genel","ritüel"
"2021-09-17","17.09.2021","TİCARET HAYATINDA HELAL HARAM BİLİNCİ","Ekonomik Hayat: Kazanç, Zekat ve İsraf","","birey","bilgilendirme; teşvik","esnaf-işveren","ahlaki"
"2021-09-24","24.09.2021","TAKVA: RABBİMİZİN RIZASINI DİRİ TUTMA BİLİNCİ","İman, Tevhid ve Ahiret","Sabır, Tevekkül ve Manevi Olgunluk","birey","teşvik; bilgilendirme","genel","ahlaki"
"2021-10-01","01.10.2021","MÜMİN CAMİYE VEFALIDIR","İbadet ve Kulluk","","cemaat-toplum","teşvik; bilgilendirme","genel","ritüel"
"2021-10-08","08.10.2021","SONSUZ HAYAT AHİRET","İman, Tevhid ve Ahiret","","birey","teşvik; bilgilendirme","genel","ahlaki"
"2021-10-15","15.10.2021","MÜBAREK GECE MEVLİD-İ NEBİ","Kandiller, Muharrem ve Mübarek Geceler","Peygamberimiz ve Ashab","birey","teşvik; bilgilendirme","genel","ahlaki"
"2021-10-22","22.10.2021","ONUN BİZE MİRASI, EŞSİZ VEFASI","Peygamberimiz ve Ashab","Aile, Çocuk ve Nesil","birey","teşvik; bilgilendirme","genel","ahlaki"
"2021-10-29","29.10.2021","YAŞLILARIMIZA VEFA, RAHMET VE MAĞFİRET VESİLEMİZDİR","Aile, Çocuk ve Nesil","Vatan, Millet ve Tarih","aile","teşvik; bilgilendirme","aileler","ahlaki"
"2021-11-05","05.11.2021","İNSAN İMANLA YÜCELİR","İman, Tevhid ve Ahiret","Sabır, Tevekkül ve Manevi Olgunluk","birey","teşvik; bilgilendirme","genel","ahlaki"
"2021-11-12","12.11.2021","İBADET: ALLAH İLE KUL ARASINDAKİ KUTLU BAĞ","İbadet ve Kulluk","İman, Tevhid ve Ahiret","birey","teşvik; bilgilendirme","genel","ahlaki"
"2021-11-19","19.11.2021","ŞİDDET İNSAN ONURUYLA ASLA BAĞDAŞMAZ","Toplumsal Dayanışma, Merhamet ve Kardeşlik","Aile, Çocuk ve Nesil","cemaat-toplum","kınama; uyarı","genel","ahlaki"
"2021-11-26","26.11.2021","MÜMİN FAYDASIZ SÖZLERDEN VE LÜZUMSUZ İŞLERDEN UZAK DURUR","Ahlak, Erdem ve Söz","İman, Tevhid ve Ahiret","birey","teşvik; bilgilendirme","genel","ahlaki"
"2021-12-03","03.12.2021","ENGELLERİ HEP BİRLİKTE VE SEVGİYLE AŞALIM","Toplumsal Dayanışma, Merhamet ve Kardeşlik","","cemaat-toplum","teşvik; bilgilendirme","genel","ahlaki"
"2021-12-10","10.12.2021","MÜMİN CANA YAKINDIR","Sabır, Tevekkül ve Manevi Olgunluk","Toplumsal Dayanışma, Merhamet ve Kardeşlik","cemaat-toplum","teşvik; bilgilendirme","genel","ahlaki"
"2021-12-17","17.12.2021","MÜSLÜMAN, DİNÎ VE AHLAKİ DEĞERLERİYLE YAŞAR","Ahlak, Erdem ve Söz","Ekonomik Hayat: Kazanç, Zekat ve İsraf; Vatan, Millet ve Tarih","cemaat-toplum","uyarı; teşvik","genel","ahlaki"
"2021-12-24","24.12.2021","AHİRET DAHA HAYIRLI VE SÜREKLİDİR","İman, Tevhid ve Ahiret","","birey","uyarı; teşvik","genel","ahlaki"
"2021-12-31","31.12.2021","GEÇMİŞİMİZİ MUHASEBE EDELİM, GELECEĞİMİZE YÖN VERELİM","Sabır, Tevekkül ve Manevi Olgunluk","İman, Tevhid ve Ahiret","birey","uyarı; teşvik","genel","ahlaki"
"2022-01-07","07.01.2022","TÖVBE: GÜNAHLARDAN ARINMA İRADESİ","İman, Tevhid ve Ahiret","","birey","teşvik; teselli","genel","ahlaki"
"2022-01-14","14.01.2022","KELİME-İ ŞEHÂDET: İMANIN ÖZÜ","İman, Tevhid ve Ahiret","Peygamberimiz ve Ashab","birey","bilgilendirme; teşvik","genel","ahlaki"
"2022-01-21","21.01.2022","İSLAM: ALLAH KATINDA YEGÂNE DİN","İman, Tevhid ve Ahiret","Kur'an-ı Kerim","birey","bilgilendirme; teşvik","genel","ahlaki"
"2022-01-28","28.01.2022","ÜÇ AYLAR: RAHMET VE MAĞFİRET VESİLEMİZ","Kandiller, Muharrem ve Mübarek Geceler","Ramazan, Oruç ve Bayramlar","birey","teşvik; bilgilendirme","genel","ritüel"
"2022-02-04","04.02.2022","SÖZ VE DAVRANIŞLARIMIZDA DOĞRU OLALIM","Ahlak, Erdem ve Söz","","birey","teşvik; uyarı","genel","ahlaki"
"2022-02-11","11.02.2022","İSLAM'I TEMSİL SORUMLULUĞUMUZ","Ahlak, Erdem ve Söz","","birey","teşvik; bilgilendirme","genel","ahlaki"
"2022-02-18","18.02.2022","PEYGAMBERİMİZİN AHLAKI KUR'AN'DI","Peygamberimiz ve Ashab","Ahlak, Erdem ve Söz","birey","teşvik; bilgilendirme","genel","ahlaki"
"2022-02-25","25.02.2022","MÜMİNİN MİRACI NAMAZ","Kandiller, Muharrem ve Mübarek Geceler","İbadet ve Kulluk","birey","teşvik; bilgilendirme","genel","ritüel"
"2022-03-04","04.03.2022","BAĞIMLILIK: İNSAN ONURUYLA BAĞDAŞMAYAN HASTALIK","Afet, Kriz ve Sağlık","","birey","uyarı; teşvik","aileler","ahlaki"
"2022-03-11","11.03.2022","DÜNYA HAYATI BİR İYİLİK YOLCULUĞUDUR","Ahlak, Erdem ve Söz","Kandiller, Muharrem ve Mübarek Geceler","birey","teşvik; bilgilendirme","genel","ahlaki"
"2022-03-18","18.03.2022","ÇANAKKALE ZAFERİ: BİR MİLLETİN YENİDEN DİRİLİŞİ","Vatan, Millet ve Tarih","","cemaat-toplum","teşvik; bilgilendirme","millet","ritüel"
"2022-03-25","25.03.2022","AİLEMİZ: SEVGİ, RAHMET VE GÜVEN İKLİMİMİZ","Aile, Çocuk ve Nesil","","aile","teşvik; bilgilendirme","aileler","ahlaki"
"2022-04-01","01.04.2022","MERHABA YA ŞEHR-İ RAMAZAN","Ramazan, Oruç ve Bayramlar","İbadet ve Kulluk","cemaat-toplum","teşvik; bilgilendirme","genel","ritüel"
"2022-04-08","08.04.2022","RAMAZAN VE DOĞRULUK","Ahlak, Erdem ve Söz","Ramazan, Oruç ve Bayramlar","birey","teşvik; bilgilendirme","genel","ahlaki"
"2022-04-15","15.04.2022","ZEKÂT VE İNFAK: İSLAM'IN KARDEŞLİK KÖPRÜSÜ","Ekonomik Hayat: Kazanç, Zekat ve İsraf","","cemaat-toplum","teşvik; bilgilendirme","genel","maddi"
"2022-04-22","22.04.2022","LEYLETÜ'L-KADR: İLAHİ LÜTUF VE İKRAM GECESİ","Kandiller, Muharrem ve Mübarek Geceler","Ramazan, Oruç ve Bayramlar","birey","teşvik; bilgilendirme","genel","ritüel"
"2022-04-29","29.04.2022","HAYATI HELAL KILABİLMEK","Ekonomik Hayat: Kazanç, Zekat ve İsraf","Toplumsal Dayanışma, Merhamet ve Kardeşlik","birey","teşvik; bilgilendirme","genel","ahlaki"
"2022-05-02","02.05.2022","BAYRAMIMIZ KUTLU, GÖNLÜMÜZ İMAN VE NEŞE DOLU OLSUN","Ramazan, Oruç ve Bayramlar","Toplumsal Dayanışma, Merhamet ve Kardeşlik","cemaat-toplum","teşvik; teselli","ümmet","ritüel"
"2022-05-06","06.05.2022","ŞÜKÜR SANA EY ŞEKÛR","İman, Tevhid ve Ahiret","Sabır, Tevekkül ve Manevi Olgunluk","birey","teşvik; bilgilendirme","genel","ahlaki"
"2022-05-13","13.05.2022","İŞ VE ÇALIŞMA AHLAKI","Ekonomik Hayat: Kazanç, Zekat ve İsraf","","birey","bilgilendirme; teşvik","esnaf-işveren","ahlaki"
"2022-05-20","20.05.2022","DİJİTAL DÜNYADA DEĞERLERİYLE AİLE OLMAK","Aile, Çocuk ve Nesil","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","aile","uyarı; teşvik","aileler","ahlaki"
"2022-05-27","27.05.2022","ALLAH'IN KİTABINA VE PEYGAMBERİNİN SÜNNETİNE BAĞLILIK","Kur'an-ı Kerim","Peygamberimiz ve Ashab","birey","bilgilendirme; teşvik","genel","ahlaki"
"2022-06-03","03.06.2022","ÇEVREYE VEFA MÜMİNİN ŞİARIDIR","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","","cemaat-toplum","uyarı; teşvik","genel","ahlaki"
"2022-06-10","10.06.2022","BİR YUVA KURALIM","Aile, Çocuk ve Nesil","","aile","teşvik; uyarı","gençler","ahlaki"
"2022-06-17","17.06.2022","HAYDİ KOŞ GEL, CAMİLER SENİNLE GÜZEL","Aile, Çocuk ve Nesil","Kur'an-ı Kerim","aile","teşvik; bilgilendirme","aileler","katılım"
"2022-06-24","24.06.2022","KURBAN: TAKVAYA ULAŞMA ARZUSU","Ramazan, Oruç ve Bayramlar","","birey","teşvik; bilgilendirme","genel","ritüel; maddi"
"2022-07-01","01.07.2022","AHİRET GÜNÜ VE HESAP VERME BİLİNCİ","İman, Tevhid ve Ahiret","","birey","uyarı; teşvik","genel","ahlaki"
"2022-07-08","08.07.2022","HAC: İLÂHİ DAVET","İbadet ve Kulluk","Ramazan, Oruç ve Bayramlar","birey","teşvik; bilgilendirme","genel","ritüel"
"2022-07-09","09.07.2022","KURBAN BAYRAMI: ALLAH'A YAKLAŞMA SEVİNCİMİZ","Ramazan, Oruç ve Bayramlar","Peygamberimiz ve Ashab","cemaat-toplum","teşvik; teselli","ümmet","ritüel; maddi"
"2022-07-15","15.07.2022","15 TEMMUZ: BİRLİK VE BERABERLİĞİN ZAFERİ","Vatan, Millet ve Tarih","Toplumsal Dayanışma, Merhamet ve Kardeşlik","cemaat-toplum","kınama; teşvik","millet","ahlaki"
"2022-07-22","22.07.2022","HER CAN MUKADDESTİR","Toplumsal Dayanışma, Merhamet ve Kardeşlik","","cemaat-toplum","kınama; uyarı","genel","ahlaki"
"2022-07-29","29.07.2022","HİCRETİMİZ RABBİMİZE OLSUN","Peygamberimiz ve Ashab","Kandiller, Muharrem ve Mübarek Geceler","birey","teşvik; bilgilendirme","genel","ahlaki"
"2022-08-05","05.08.2022","MUHARREM AYI VE KERBELÂ","Kandiller, Muharrem ve Mübarek Geceler","","cemaat-toplum","teselli; teşvik","ümmet","ritüel"
"2022-08-12","12.08.2022","İMAN, SALİH AMEL VE GÜZEL AHLAKLA KEMALE ERER","Sabır, Tevekkül ve Manevi Olgunluk","Ahlak, Erdem ve Söz","birey","teşvik; bilgilendirme","genel","ahlaki"
"2022-08-19","19.08.2022","ARŞIN GÖLGESİNDE KORUNMAKLA MÜJDELENEN GENÇ","Aile, Çocuk ve Nesil","Peygamberimiz ve Ashab","aile","teşvik; bilgilendirme","gençler","ahlaki"
"2022-08-26","26.08.2022","ZAFERLERİMİZİN ARDINDAKİ RUH VE MANA","Vatan, Millet ve Tarih","","cemaat-toplum","teşvik; bilgilendirme","millet","ritüel"
"2022-09-02","02.09.2022","ANNE BABA: CENNETİ KAZANMA VESİLESİ","Aile, Çocuk ve Nesil","Peygamberimiz ve Ashab","aile","teşvik; bilgilendirme","aileler","ahlaki"
"2022-09-09","09.09.2022","İLİM BİR NURDUR","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","İman, Tevhid ve Ahiret","aile","teşvik; bilgilendirme","aileler","ahlaki"
"2022-09-16","16.09.2022","TAKVA, HAYÂ VE TESETTÜR","Ahlak, Erdem ve Söz","İslam Coğrafyası ve Küresel Meseleler","birey","bilgilendirme; teşvik","genel","ahlaki"
"2022-09-23","23.09.2022","HELAL KAZANÇ VE ALIN TERİ","Ekonomik Hayat: Kazanç, Zekat ve İsraf","Ahlak, Erdem ve Söz","birey","teşvik; bilgilendirme","esnaf-işveren","ahlaki"
"2022-09-30","30.09.2022","ONUN (S.A.S) ÇAĞRISI","İbadet ve Kulluk","İman, Tevhid ve Ahiret","birey","teşvik; bilgilendirme","genel","ahlaki"
"2022-10-07","07.10.2022","ÂLEMLERE RAHMET HZ. MUHAMMED (S.A.S)","Peygamberimiz ve Ashab","","birey","teşvik; bilgilendirme","genel","ahlaki"
"2022-10-14","14.10.2022","KUL VE KAMU HAKKI","Toplumsal Dayanışma, Merhamet ve Kardeşlik","","cemaat-toplum","bilgilendirme; uyarı","genel","ahlaki"
"2022-10-21","21.10.2022","KOMŞULUK HUKUKU","Toplumsal Dayanışma, Merhamet ve Kardeşlik","","cemaat-toplum","teşvik; teselli","genel","ahlaki"
"2022-10-28","28.10.2022","AİLE OLMAK: İLAHİ LÜTUF","Aile, Çocuk ve Nesil","Toplumsal Dayanışma, Merhamet ve Kardeşlik","aile","teşvik; bilgilendirme","aileler","ahlaki"
"2022-11-04","04.11.2022","HAYAT REHBERİMİZ KUR'AN","Kur'an-ı Kerim","Peygamberimiz ve Ashab","birey","teşvik; bilgilendirme","genel","ahlaki"
"2022-11-11","11.11.2022","ÖNCE TEDBİR SONRA TEVEKKÜL","Afet, Kriz ve Sağlık","Sabır, Tevekkül ve Manevi Olgunluk","cemaat-toplum","uyarı; teşvik","genel","ahlaki; katılım"
"2022-11-18","18.11.2022","İMAN VE İSTİKAMET","İman, Tevhid ve Ahiret","Sabır, Tevekkül ve Manevi Olgunluk","birey","teşvik; kınama","genel","ahlaki"
"2022-11-25","25.11.2022","MERHAMET TOPLUMU","Toplumsal Dayanışma, Merhamet ve Kardeşlik","","birey","teşvik; bilgilendirme","genel","ahlaki"
"2022-12-02","02.12.2022","ENGEL OLMA, FARKINDA OL","Toplumsal Dayanışma, Merhamet ve Kardeşlik","","cemaat-toplum","teşvik; bilgilendirme","genel","ahlaki"
"2022-12-09","09.12.2022","HAYDİ NAMAZA! HAYDİ KURTULUŞA!","İbadet ve Kulluk","","birey","teşvik; bilgilendirme","aileler","ritüel"
"2022-12-16","16.12.2022","ÇOCUK: RABBİMİZİN KIYMETLİ EMANETİ","Aile, Çocuk ve Nesil","","aile","kınama; uyarı","aileler","ahlaki"
"2022-12-23","23.12.2022","BİZİ BİZ YAPAN DEĞERLERE SAHİP ÇIKALIM","Ahlak, Erdem ve Söz","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim; Ekonomik Hayat: Kazanç, Zekat ve İsraf","cemaat-toplum","uyarı; teşvik","genel","ahlaki"
"2022-12-30","30.12.2022","HAYATIN TEKRARI YOK","Sabır, Tevekkül ve Manevi Olgunluk","İman, Tevhid ve Ahiret","birey","uyarı; teşvik","genel","ahlaki"
"2023-01-06","06.01.2023","BESMELE: BEREKETE AÇILAN KAPI","İbadet ve Kulluk","","birey","teşvik; bilgilendirme","genel","ritüel"
"2023-01-13","13.01.2023","EN GÜZEL İSİMLER ALLAH'A AİTTİR","İman, Tevhid ve Ahiret","","birey","bilgilendirme; teşvik","genel","ritüel"
"2023-01-20","20.01.2023","ALLAH'IM! ÜÇ AYLARI BİZE BEREKETLİ KIL","Kandiller, Muharrem ve Mübarek Geceler","Ramazan, Oruç ve Bayramlar","birey","teşvik; bilgilendirme","genel","ritüel"
"2023-01-27","27.01.2023","EN BÜYÜK MUCİZE KUR'AN-I KERİM","Kur'an-ı Kerim","","birey","bilgilendirme; teşvik","genel","ahlaki"
"2023-02-03","03.02.2023","İMANIN GEREĞİ: SALİH AMEL VE GÜZEL AHLAK","Ahlak, Erdem ve Söz","İman, Tevhid ve Ahiret","birey","teşvik; bilgilendirme","genel","ahlaki"
"2023-02-10","10.02.2023","GÜN, MİLLETÇE KENETLENME GÜNÜDÜR","Afet, Kriz ve Sağlık","Toplumsal Dayanışma, Merhamet ve Kardeşlik","cemaat-toplum","teselli; teşvik","millet","maddi"
"2023-02-17","17.02.2023","MİRAÇ GECEMİZ: İLÂHÎ RAHMET VE SEKÎNET VESİLEMİZ","Afet, Kriz ve Sağlık","Kandiller, Muharrem ve Mübarek Geceler","cemaat-toplum","teselli; teşvik","millet","maddi; ritüel"
"2023-02-24","24.02.2023","KARDEŞLİK, DAYANIŞMA VE DUA VAKTİ","Afet, Kriz ve Sağlık","Toplumsal Dayanışma, Merhamet ve Kardeşlik","cemaat-toplum","teselli; teşvik","millet","ritüel; ahlaki"
"2023-03-03","03.03.2023","MÜSLÜMANLAR BİRBİRİNİN UMUDUDUR","Afet, Kriz ve Sağlık","Toplumsal Dayanışma, Merhamet ve Kardeşlik","cemaat-toplum","teselli; teşvik","millet","ahlaki"
"2023-03-10","10.03.2023","MÜMİN GÜVENEN VE GÜVENİLEN KİŞİDİR","Ahlak, Erdem ve Söz","","birey","teşvik; bilgilendirme","genel","ahlaki"
"2023-03-17","17.03.2023","RAMAZAN: RAHMET VE MAĞFİRET AYI","Ramazan, Oruç ve Bayramlar","","birey","teşvik; bilgilendirme","genel","ritüel"
"2023-03-24","24.03.2023","RAMAZAN VE DAYANIŞMA","Ramazan, Oruç ve Bayramlar","Toplumsal Dayanışma, Merhamet ve Kardeşlik; Afet, Kriz ve Sağlık","cemaat-toplum","teşvik; teselli","millet","maddi; katılım"
"2023-03-31","31.03.2023","ZEKÂT: İSLAM'IN DAYANIŞMA KÖPRÜSÜ","Ekonomik Hayat: Kazanç, Zekat ve İsraf","Ramazan, Oruç ve Bayramlar","birey","teşvik; bilgilendirme","genel","maddi"
"2023-04-07","07.04.2023","İHSAN BİLİNCİ: KULLUĞUN ZİRVESİ","İbadet ve Kulluk","Ahlak, Erdem ve Söz","birey","teşvik; bilgilendirme","genel","ahlaki"
"2023-04-14","14.04.2023","KADİR GECESİ: BİR ÖMRE BEDEL GECE","Ramazan, Oruç ve Bayramlar","Kandiller, Muharrem ve Mübarek Geceler","birey","teşvik; bilgilendirme","genel","ritüel; maddi"
"2023-04-21","21.04.2023","RAMAZAN BAYRAMI: NEŞE, HUZUR VE KARDEŞLİK GÜNLERİ","Ramazan, Oruç ve Bayramlar","Toplumsal Dayanışma, Merhamet ve Kardeşlik","cemaat-toplum","teşvik; bilgilendirme","genel","ahlaki; ritüel"
"2023-04-28","28.04.2023","İŞ AHLAKI: TOPLUMSAL HUZURUN KAYNAĞI","Ekonomik Hayat: Kazanç, Zekat ve İsraf","","birey","teşvik; bilgilendirme","esnaf-işveren","ahlaki"
"2023-05-05","05.05.2023","İSRAF: TÜKETİRKEN TÜKENMEK","Ekonomik Hayat: Kazanç, Zekat ve İsraf","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","birey","uyarı; teşvik","genel","ahlaki"
"2023-05-12","12.05.2023","KADIN VE ERKEK: HÜRMETE LAYIK, SAYGIN VARLIK","Aile, Çocuk ve Nesil","","aile","bilgilendirme; teşvik","aileler","ahlaki"
"2023-05-19","19.05.2023","GENÇLERİMİZ, MİLLİ VE MANEVİ DEĞERLERİMİZİN EMANETÇİSİDİR","Aile, Çocuk ve Nesil","","aile","teşvik; bilgilendirme","gençler","ahlaki"
"2023-05-26","26.05.2023","BİRLİK VE BERABERLİK RUHU","Toplumsal Dayanışma, Merhamet ve Kardeşlik","Vatan, Millet ve Tarih","cemaat-toplum","teşvik; bilgilendirme","millet","ahlaki"
"2023-06-02","02.06.2023","KALPLER ALLAH'I ZİKRETMEKLE HUZURA KAVUŞUR","İbadet ve Kulluk","İman, Tevhid ve Ahiret","birey","teşvik; bilgilendirme","genel","ritüel"
"2023-06-09","09.06.2023","RABBİMİZ ÇEVRE İLE BİZLERE NE ÖĞRETİR?","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","","birey","bilgilendirme; teşvik","genel","ahlaki"
"2023-06-16","16.06.2023","İSLAM'IN İKİ ŞİÂRI: EZAN VE KURBAN","Ramazan, Oruç ve Bayramlar","İbadet ve Kulluk","birey","bilgilendirme; teşvik","genel","maddi; ritüel"
"2023-06-23","23.06.2023","BABA: CENNETE AÇILAN KAPI","Aile, Çocuk ve Nesil","","aile","teşvik; bilgilendirme","aileler","ahlaki"
"2023-06-28","28.06.2023","KURBAN BAYRAMI: KARDEŞLİK VE YARDIMLAŞMA GÜNLERİ","Ramazan, Oruç ve Bayramlar","Toplumsal Dayanışma, Merhamet ve Kardeşlik","cemaat-toplum","teşvik; bilgilendirme","genel","ritüel; ahlaki"
"2023-06-30","30.06.2023","ÇOCUKLARIMIZIN ÜZERİMİZDE HAKKI","Aile, Çocuk ve Nesil","","aile","teşvik; bilgilendirme","aileler","katılım; ahlaki"
"2023-07-07","07.07.2023","EVLİLİKLERİMİZ KOLAY OLSUN","Aile, Çocuk ve Nesil","Ekonomik Hayat: Kazanç, Zekat ve İsraf","aile","teşvik; uyarı","aileler","ahlaki"
"2023-07-14","14.07.2023","DİN SAMİMİYETTİR, İSTİSMAR İHANETTİR","Ahlak, Erdem ve Söz","Vatan, Millet ve Tarih","birey","uyarı; teşvik","genel","ahlaki"
"2023-07-21","21.07.2023","HİCRET: İDEALLER UĞRUNA ÇIKILAN KUTLU BİR SEFER","Peygamberimiz ve Ashab","Kandiller, Muharrem ve Mübarek Geceler","birey","bilgilendirme; teşvik","genel","ahlaki"
"2023-07-28","28.07.2023","MUHARREM AYININ ÖNEMİ VE EHL-İ BEYT-İ MUSTAFA","Kandiller, Muharrem ve Mübarek Geceler","","cemaat-toplum","bilgilendirme; teşvik","ümmet","ritüel; ahlaki"
"2023-08-04","04.08.2023","CUMA: HAFTALIK BAYRAM GÜNÜMÜZ","İbadet ve Kulluk","","birey","teşvik; bilgilendirme","genel","ritüel"
"2023-08-11","11.08.2023","SILA-İ RAHİM: RAHMET VE BEREKET VESİLEMİZ","Toplumsal Dayanışma, Merhamet ve Kardeşlik","Aile, Çocuk ve Nesil","cemaat-toplum","teşvik; uyarı","aileler","ahlaki"
"2023-08-18","18.08.2023","AHİRET: EBEDİ YURDUMUZ","İman, Tevhid ve Ahiret","","birey","bilgilendirme; uyarı","genel","ahlaki"
"2023-08-25","25.08.2023","ALLAH'IN YARDIMI AZİZ MİLLETİMİZLE BERABERDİR","Vatan, Millet ve Tarih","","cemaat-toplum","teşvik; bilgilendirme","millet","ahlaki"
"2023-09-01","01.09.2023","SAKIN İNCİTME BİR CÂNI!","Toplumsal Dayanışma, Merhamet ve Kardeşlik","","cemaat-toplum","teşvik; uyarı","genel","ahlaki"
"2023-09-08","08.09.2023","İLİM YOLU, CENNET YOLUDUR","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","","birey","teşvik; bilgilendirme","genel","katılım; ahlaki"
